CO2_EMISS_CURR_PER_FLOOR_AREA,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,ENVIRONMENT_IMPACT_POTENTIAL,MAINHEAT_ENV_EFF,MAINHEAT_ENERGY_EFF,CURRENT_ENERGY_EFFICIENCY,LIGHTING_COST_CURRENT,MAINS_GAS_FLAG,HOT_WATER_ENV_EFF,FLOOR_HEIGHT,POTENTIAL_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,HOT_WATER_COST_CURRENT,MAINHEATC_ENERGY_EFF,ENERGY_CONSUMPTION_CURRENT
43,124,5.5,3.0,74,1,1,63,121,1,1,2.44,79,3,159,1,233
60,232,2.1,1.4,75,1,1,64,54,1,1,2.41,73,3,65,1,339
37,110,3.0,1.6,81,1,1,70,72,1,1,2.38,84,2,82,1,210
31,90,3.8,2.0,81,1,1,71,92,1,1,2.32,84,2,143,1,176
46,92,3.2,1.2,84,1,1,66,59,1,1,2.41,86,3,141,1,259
32,118,5.6,3.7,76,1,1,71,108,1,1,2.33,81,2,153,1,180
43,91,3.2,1.2,84,1,1,66,48,1,1,2.4,85,3,139,1,245
39,120,3.4,1.7,82,1,1,66,89,1,1,2.41,82,3,112,1,238
38,60,2.0,0.6,90,1,1,71,67,1,1,2.25,90,2,71,1,217
39,121,3.5,1.9,79,1,1,68,137,1,1,2.46,83,3,108,1,221
32,89,2.7,1.4,84,1,1,73,54,1,1,2.46,86,2,113,1,183
28,84,2.5,1.3,84,1,1,74,78,1,1,2.38,85,2,89,1,161
32,173,1.8,1.7,77,1,1,74,68,1,1,2.44,75,2,138,1,182
25,141,1.9,1.8,79,1,1,77,65,1,1,2.3,78,2,107,1,144
46,143,3.3,1.8,76,1,1,65,71,1,1,2.3,80,3,132,1,259
37,90,2.9,1.3,85,1,1,68,97,1,1,2.35,85,3,128,1,214
32,82,2.5,1.2,84,1,1,72,64,1,1,2.45,86,2,82,1,184
22,115,1.4,1.2,84,1,1,80,58,1,1,2.38,81,2,91,1,126
35,92,3.0,1.4,84,1,1,72,69,1,1,2.3,86,2,89,1,196
25,41,1.6,0.5,93,1,1,78,60,1,1,2.37,91,2,85,1,141
30,82,2.7,1.3,84,1,1,73,63,1,1,2.4,86,2,114,1,173
16,22,1.6,0.4,96,1,1,84,82,1,1,2.37,94,1,75,1,89
26,74,2.9,1.5,85,1,1,75,65,1,1,2.4,87,2,150,1,149
37,94,3.9,1.8,81,1,1,67,82,1,1,2.31,84,3,83,1,212
56,81,2.3,0.6,88,1,1,62,43,1,1,2.4,86,3,148,1,321
48,100,5.3,2.0,81,1,1,61,90,1,1,2.53,84,3,127,1,271
34,113,3.6,2.1,80,1,1,71,79,1,1,2.35,83,2,89,1,193
29,86,2.8,1.5,85,1,1,75,110,1,1,2.29,87,2,133,1,164
26,90,3.4,2.2,81,1,1,75,121,1,1,2.42,85,2,125,1,146
56,197,7.4,4.6,64,1,1,54,141,1,1,2.42,72,4,92,1,319
63,115,6.5,2.1,78,1,1,50,116,1,1,2.21,82,4,187,1,355
31,80,2.7,1.3,85,1,1,73,61,1,1,2.3,87,2,113,1,174
38,65,2.3,0.7,89,1,1,71,44,1,1,2.2,89,2,97,1,217
43,134,4.3,2.4,74,1,1,63,100,1,1,2.42,79,3,136,1,246
31,82,2.6,1.2,84,1,1,72,85,1,1,2.36,86,2,97,1,176
35,106,3.4,1.8,80,1,1,70,75,1,1,2.55,83,2,101,1,201
33,58,2.7,0.9,90,1,1,73,67,1,1,2.4,90,2,88,1,185
42,114,3.3,1.6,82,1,1,67,67,1,1,2.4,84,3,139,1,239
43,77,2.0,0.7,88,1,1,70,32,1,1,2.3,88,2,123,1,246
24,123,2.1,1.9,80,1,1,77,154,1,1,2.2,79,2,120,1,135
35,95,2.8,1.4,82,1,1,70,51,1,1,2.4,85,2,110,1,199
45,156,3.9,2.4,74,1,1,65,69,1,1,2.41,79,3,89,1,258
34,142,5.1,3.8,73,1,1,70,130,1,1,2.42,79,2,99,1,195
37,104,3.5,1.8,82,1,1,69,93,1,1,2.41,84,2,150,1,210
24,74,2.8,1.6,84,1,1,77,87,1,1,2.31,86,2,114,1,133
19,102,1.5,1.4,84,1,1,80,114,1,1,2.2,81,2,97,1,110
38,210,1.5,1.5,77,1,1,73,60,1,1,2.2,74,2,80,1,218
53,122,2.6,1.1,83,1,1,65,43,1,1,2.36,85,3,123,1,303
30,111,4.4,2.9,77,1,1,72,99,1,1,2.46,82,2,138,1,172
21,122,1.4,1.4,82,1,1,80,62,1,1,2.41,80,2,91,1,122
33,117,5.6,3.7,72,1,1,67,132,1,1,2.45,78,3,133,1,180
14,80,0.9,0.9,89,1,1,85,61,1,1,2.42,85,1,64,1,80
32,113,5.5,3.5,78,1,1,72,107,1,1,2.41,82,2,91,1,180
20,25,1.5,0.4,94,1,1,80,67,1,1,2.32,93,2,72,1,112
40,115,5.5,3.6,69,1,1,68,94,1,1,2.4,79,3,142,1,190
15,-10,1.0,-0.1,100,1,1,84,65,1,1,2.39,97,1,70,1,83
26,100,4.8,3.3,77,1,1,74,115,1,1,2.42,82,2,143,1,146
23,54,2.6,1.1,87,1,1,77,89,1,1,2.3,89,2,113,1,129
25,103,3.8,2.8,79,1,1,76,117,1,1,2.37,83,2,105,1,140
30,170,1.5,1.5,79,1,1,76,45,1,1,2.36,76,2,72,1,170
22,66,2.8,1.6,86,1,1,78,117,1,1,2.47,88,2,117,1,124
35,101,2.4,1.3,82,1,1,71,63,1,1,2.42,84,2,97,1,198
33,61,2.0,0.7,89,1,1,73,40,1,1,2.3,89,2,98,1,187
33,78,2.4,1.0,85,1,1,72,62,1,1,2.37,86,2,86,1,190
53,97,3.4,1.1,85,1,1,62,85,1,1,2.24,87,3,86,1,302
37,113,3.7,2.0,80,1,1,67,93,1,1,2.36,81,3,132,1,213
44,132,4.9,2.6,77,1,1,64,164,1,1,2.41,81,3,150,1,249
27,87,2.8,1.6,82,1,1,75,80,1,1,2.39,85,2,102,1,152
39,93,3.6,1.5,82,1,1,67,114,1,1,2.29,85,3,131,1,223
32,100,3.2,1.8,80,1,1,71,77,1,1,2.28,83,2,126,1,183
57,182,2.7,1.5,77,1,1,62,43,1,1,2.5,75,3,86,1,321
50,143,6.9,3.5,70,1,1,56,183,1,1,2.46,77,3,145,1,282
21,88,3.9,3.0,81,1,1,79,115,1,1,2.38,84,2,118,1,118
38,92,4.0,1.7,82,1,1,67,139,1,1,2.38,85,3,159,1,217
36,123,3.5,1.7,82,1,1,63,76,1,1,2.4,80,3,104,1,236
45,64,3.3,0.9,88,1,1,65,53,1,1,2.5,88,3,137,1,253
49,72,2.1,0.6,89,1,1,67,30,1,1,2.45,88,3,128,1,278
42,74,3.5,1.1,85,1,1,65,80,1,1,2.41,86,3,103,1,236
41,94,3.9,1.4,84,1,1,61,97,1,1,2.46,83,3,120,1,257
28,159,2.1,2.1,72,1,1,74,62,1,1,2.4,74,2,73,1,159
34,90,2.8,1.3,84,1,1,72,58,1,1,2.3,86,2,111,1,191
38,113,8.6,4.1,78,1,1,61,196,1,1,2.43,80,3,155,1,235
34,94,2.6,1.3,85,1,1,73,62,1,1,2.39,86,2,77,1,196
33,130,2.0,1.4,81,1,1,73,69,1,1,2.33,79,2,85,1,185
33,102,3.2,1.7,81,1,1,69,84,1,1,2.29,82,2,115,1,190
30,65,2.1,0.8,88,1,1,75,58,1,1,2.35,88,2,84,1,169
42,96,4.3,1.8,81,1,1,64,78,1,1,2.39,84,3,122,1,239
36,176,1.8,1.6,77,1,1,72,66,1,1,2.4,75,2,126,1,205
44,166,4.2,2.8,72,1,1,65,75,1,1,2.38,77,3,96,1,247
34,96,3.6,1.8,82,1,1,71,81,1,1,2.29,85,2,85,1,192
33,64,2.5,0.9,89,1,1,73,62,1,1,2.41,89,2,95,1,187
42,73,2.4,0.8,87,1,1,68,53,1,1,2.38,88,3,145,1,241
32,93,3.1,1.6,81,1,1,72,60,1,1,2.4,84,2,116,1,180
35,91,3.2,1.5,82,1,1,69,77,1,1,2.41,84,2,149,1,201
46,56,3.4,0.8,89,1,1,64,61,1,1,2.45,89,3,85,1,261
35,121,3.8,2.4,79,1,1,71,103,1,1,2.43,82,2,122,1,197
50,60,1.8,0.4,91,1,1,68,36,1,1,2.3,90,3,113,1,286
18,102,1.2,1.2,85,1,1,82,63,1,1,2.54,82,1,96,1,102
40,108,4.3,2.1,80,1,1,67,127,1,1,2.39,84,3,156,1,227
28,124,1.6,1.3,83,1,1,81,49,1,1,2.4,84,1,72,1,156
44,88,4.0,1.5,83,1,1,64,81,1,1,2.37,86,3,113,1,247
42,156,3.6,2.0,79,1,1,61,72,1,1,2.48,75,3,100,1,282
38,137,4.7,3.1,75,1,1,68,96,1,1,2.42,80,3,135,1,216
29,143,5.6,4.0,76,1,1,67,203,1,1,2.3,76,3,129,1,193
38,170,2.2,1.7,76,1,1,71,51,1,1,2.28,75,2,88,1,216
34,81,2.6,1.1,86,1,1,71,82,1,1,2.38,86,2,146,1,194
18,102,0.9,0.9,87,1,1,82,49,1,1,2.35,82,1,74,1,102
40,97,5.2,2.3,80,1,1,64,133,1,1,2.34,83,3,103,1,227
48,106,3.9,1.6,81,1,1,62,87,1,1,2.39,84,3,99,1,274
38,87,5.1,1.9,83,1,1,62,123,1,1,2.31,84,3,160,1,230
30,78,2.7,1.2,85,1,1,73,95,1,1,2.26,86,2,83,1,172
56,68,1.9,0.4,90,1,1,66,33,1,1,2.5,89,3,112,1,318
36,180,1.9,1.6,77,1,1,73,45,1,1,2.39,75,2,107,1,205
53,185,3.5,2.1,73,1,1,61,65,1,1,2.37,73,3,122,1,299
28,86,2.5,1.4,85,1,1,76,73,1,1,2.4,87,2,85,1,159
31,55,1.7,0.6,90,1,1,74,51,1,1,2.38,89,2,85,1,176
15,85,0.9,0.9,88,1,1,84,64,1,1,2.42,84,1,64,1,85
38,114,3.0,1.6,82,1,1,71,65,1,1,2.44,84,2,83,1,214
29,163,1.6,1.5,79,1,1,76,63,1,1,2.38,77,2,79,1,167
42,74,3.1,1.0,86,1,1,66,61,1,1,2.31,87,3,145,1,236
44,131,4.1,2.2,76,1,1,62,58,1,1,2.4,78,3,115,1,249
33,105,3.2,1.8,80,1,1,71,61,1,1,2.4,83,2,116,1,188
41,220,2.5,2.3,70,1,1,70,41,1,1,2.4,71,2,97,1,231
49,164,4.1,2.4,75,1,1,63,86,1,1,2.36,75,3,96,1,280
38,89,2.9,1.2,85,1,1,68,88,1,1,2.38,85,3,145,1,217
33,76,2.6,1.1,87,1,1,73,65,1,1,2.35,88,2,145,1,188
26,73,2.5,1.3,86,1,1,76,94,1,1,2.39,87,2,114,1,146
21,117,1.9,1.9,80,1,1,80,81,1,1,2.51,80,2,131,1,117
30,169,1.3,1.3,79,1,1,76,32,1,1,2.3,76,2,84,1,169
32,104,6.5,3.4,80,1,1,67,121,1,1,2.28,82,3,135,1,198
19,111,1.2,1.2,84,1,1,81,59,1,1,2.48,81,1,94,1,111
37,130,2.0,1.2,82,1,1,71,48,1,1,2.42,79,2,80,1,209
33,118,4.0,2.6,78,1,1,71,118,1,1,2.33,82,2,127,1,186
15,86,1.1,1.1,87,1,1,84,66,1,1,2.38,84,1,71,1,86
35,176,1.6,1.4,78,1,1,74,32,1,1,2.4,76,2,131,1,202
39,86,2.2,0.9,87,1,1,71,48,1,1,2.41,87,2,80,1,219
40,180,2.0,1.6,77,1,1,70,47,1,1,2.3,75,2,154,1,230
27,150,1.8,1.7,78,1,1,76,65,1,1,2.5,77,2,102,1,155
20,92,5.4,4.5,79,1,1,79,139,1,1,2.41,84,2,123,1,112
36,206,1.6,1.6,76,1,1,74,40,1,1,2.38,74,2,106,1,206
21,109,1.3,1.2,84,1,1,80,60,1,1,2.4,81,2,89,1,119
47,79,4.3,1.3,86,1,1,63,72,1,1,2.4,87,3,141,1,266
35,86,2.4,1.1,85,1,1,72,57,1,1,2.39,87,2,115,1,201
35,62,2.9,0.9,88,1,1,71,68,1,1,2.34,88,2,151,1,197
41,135,5.3,3.2,75,1,1,66,109,1,1,2.44,80,3,103,1,230
32,183,0.9,0.9,82,1,1,77,31,1,1,2.35,77,2,68,1,183
32,81,2.5,1.2,86,1,1,73,132,1,1,2.4,87,2,113,1,181
46,112,4.4,1.9,79,1,1,62,75,1,1,2.36,82,3,89,1,263
35,100,3.4,1.8,81,1,1,70,89,1,1,2.41,84,2,90,1,199
33,95,2.8,1.5,83,1,1,72,68,1,1,2.35,85,2,104,1,189
47,57,1.7,0.4,91,1,1,70,26,1,1,2.4,90,2,78,1,266
43,83,3.4,1.2,86,1,1,67,65,1,1,2.35,87,3,101,1,244
24,81,3.2,1.9,83,1,1,77,96,1,1,2.38,86,2,125,1,135
45,64,3.2,0.8,88,1,1,65,52,1,1,2.44,88,3,144,1,257
18,17,1.4,0.3,95,1,1,81,70,1,1,2.37,93,1,115,1,102
32,91,3.5,1.8,82,1,1,71,91,1,1,2.5,85,2,129,1,182
29,66,2.4,1.0,87,1,1,74,73,1,1,2.42,88,2,124,1,164
38,119,3.8,2.1,79,1,1,67,78,1,1,2.35,81,3,150,1,214
46,123,2.9,1.4,80,1,1,66,67,1,1,2.43,82,3,76,1,258
37,73,3.4,1.2,85,1,1,66,71,1,1,2.36,86,3,130,1,213
51,99,2.9,1.0,84,1,1,64,50,1,1,2.25,86,3,112,1,288
33,163,1.5,1.3,80,1,1,75,41,1,1,2.4,77,2,86,1,187
24,123,1.7,1.5,82,1,1,78,53,1,1,2.28,80,2,147,1,139
40,93,3.6,1.5,83,1,1,67,86,1,1,2.3,85,3,89,1,228
39,192,2.1,1.8,74,1,1,70,48,1,1,2.46,73,2,80,1,222
24,114,1.9,1.6,82,1,1,78,73,1,1,2.44,80,2,119,1,134
36,99,3.7,1.5,86,1,1,64,99,1,1,2.22,83,3,104,1,239
36,87,4.7,2.6,76,1,1,70,91,1,1,2.29,83,2,134,1,171
32,89,3.1,1.6,82,1,1,72,59,1,1,2.4,85,2,116,1,180
17,95,1.1,1.1,87,1,1,83,65,1,1,2.47,83,1,66,1,95
37,99,2.6,1.3,84,1,1,71,59,1,1,2.37,86,2,89,1,211
46,92,6.1,2.2,82,1,1,61,157,1,1,2.35,85,3,135,1,262
31,82,2.2,1.1,85,1,1,73,61,1,1,2.41,86,2,81,1,177
55,79,4.6,1.2,86,1,1,58,116,1,1,2.42,87,3,161,1,311
43,137,4.2,2.4,76,1,1,63,100,1,1,2.41,79,3,88,1,245
26,123,5.5,4.5,75,1,1,75,149,1,1,2.41,81,2,125,1,150
25,73,2.9,1.6,86,1,1,77,181,1,1,2.41,88,2,104,1,141
21,32,1.6,0.5,93,1,1,80,66,1,1,2.31,92,2,86,1,122
22,127,2.0,2.0,79,1,1,79,80,1,1,2.41,79,2,113,1,127
28,157,1.0,1.0,83,1,1,78,30,1,1,2.2,78,2,80,1,157
39,103,2.4,1.2,83,1,1,70,53,1,1,2.32,85,2,130,1,220
16,91,0.9,0.9,88,1,1,83,55,1,1,2.39,83,1,92,1,91
29,87,4.2,2.2,81,1,1,72,95,1,1,2.417,85,2,106,1,166
33,126,3.7,2.5,77,1,1,72,84,1,1,2.39,81,2,87,1,185
58,184,4.4,2.4,72,1,1,58,74,1,1,2.45,73,3,82,1,328
39,107,3.6,1.8,81,1,1,68,147,1,1,2.38,84,3,95,1,220
31,105,5.2,2.8,80,1,1,67,104,1,1,2.44,81,3,162,1,190
49,138,4.4,2.3,74,1,1,61,84,1,1,2.51,79,3,105,1,269
34,66,2.3,0.8,87,1,1,72,62,1,1,2.4,88,2,134,1,193
15,17,1.5,0.3,96,1,1,84,83,1,1,2.33,95,1,76,1,83
43,132,4.0,2.2,74,1,1,63,113,1,1,2.39,79,3,102,1,243
31,115,2.0,1.3,83,1,1,74,56,1,1,2.29,81,2,77,1,178
25,140,1.2,1.2,82,1,1,78,60,1,1,2.35,78,2,96,1,144
56,121,4.3,1.7,80,1,1,60,63,1,1,2.46,83,3,144,1,317
37,94,3.3,1.5,81,1,1,68,123,1,1,2.44,84,3,86,1,212
27,156,1.7,1.7,77,1,1,76,58,1,1,2.4,76,2,91,1,156
36,94,4.2,2.0,80,1,1,67,95,1,1,2.32,84,3,133,1,205
41,72,2.3,0.7,89,1,1,70,37,1,1,2.4,89,2,128,1,235
33,81,3.2,1.4,84,1,1,71,61,1,1,2.4,86,2,133,1,187
38,89,3.4,1.4,84,1,1,69,71,1,1,2.32,86,2,90,1,216
33,83,3.8,1.7,83,1,1,70,137,1,1,2.36,85,2,133,1,190
22,55,2.2,1.0,88,1,1,78,82,1,1,2.36,89,2,112,1,127
20,116,1.2,1.2,84,1,1,81,58,1,1,2.31,81,1,73,1,116
26,94,3.5,2.3,80,1,1,75,97,1,1,2.3,84,2,124,1,146
34,156,1.9,1.5,79,1,1,73,47,1,1,2.4,77,2,86,1,194
36,88,3.7,1.6,83,1,1,68,144,1,1,2.36,85,3,125,1,207
22,126,1.2,1.2,83,1,1,80,52,1,1,2.42,80,2,85,1,126
34,64,2.0,0.7,88,1,1,73,40,1,1,2.3,88,2,98,1,192
29,156,5.7,4.4,75,1,1,67,162,1,1,2.34,74,3,136,1,196
49,154,5.9,3.3,68,1,1,57,143,1,1,2.45,75,3,145,1,279
32,133,1.8,1.3,81,1,1,74,75,1,1,2.42,79,2,74,1,182
39,79,3.4,1.2,87,1,1,69,71,1,1,2.27,88,2,92,1,223
41,111,3.9,1.9,80,1,1,66,85,1,1,2.28,83,3,140,1,234
37,103,2.9,1.5,82,1,1,70,51,1,1,2.4,85,2,140,1,212
29,103,4.5,2.9,78,1,1,72,98,1,1,2.36,82,2,157,1,165
44,200,1.9,1.5,76,1,1,69,64,1,1,2.4,74,2,77,1,249
38,105,2.8,1.4,81,1,1,69,62,1,1,2.4,83,2,99,1,216
22,76,2.6,1.5,87,1,1,77,92,1,1,2.3,87,2,105,1,132
27,89,3.3,1.9,82,1,1,74,94,1,1,2.31,85,2,94,1,155
45,84,3.1,1.1,84,1,1,64,79,1,1,2.41,85,3,131,1,254
22,91,3.8,2.9,80,1,1,78,125,1,1,2.4,84,2,113,1,123
23,134,1.8,1.8,79,1,1,78,70,1,1,2.36,78,2,97,1,134
20,113,0.8,0.8,86,1,1,81,37,1,1,2.475,81,1,55,1,113
43,89,3.0,1.1,85,1,1,67,58,1,1,2.39,86,3,83,1,242
47,141,4.2,2.2,74,1,1,61,73,1,1,2.3,79,3,98,1,267
20,112,1.3,1.3,83,1,1,81,58,1,1,2.4,81,1,95,1,112
30,59,1.8,0.7,90,1,1,75,54,1,1,2.4,90,2,105,1,172
15,18,1.5,0.4,96,1,1,84,83,1,1,2.33,94,1,76,1,84
36,83,2.7,1.1,86,1,1,71,79,1,1,2.3,87,2,135,1,203
34,125,5.0,3.3,74,1,1,68,109,1,1,2.41,79,3,86,1,195
32,115,3.8,2.4,79,1,1,72,96,1,1,2.4,83,2,103,1,182
34,89,2.8,1.3,84,1,1,71,81,1,1,2.3,85,2,140,1,192
20,61,1.1,0.6,89,1,1,70,45,1,1,2.39,74,2,108,1,110
39,96,2.7,1.2,83,1,1,69,61,1,1,2.44,85,2,85,1,224
44,172,2.7,1.9,75,1,1,64,54,1,1,2.42,73,3,74,1,253
29,59,2.3,0.9,88,1,1,74,99,1,1,2.37,89,2,97,1,168
35,93,2.8,1.3,83,1,1,71,65,1,1,2.31,85,2,137,1,201
21,109,1.3,1.2,85,1,1,80,106,1,1,2.35,81,2,123,1,120
27,100,3.9,2.6,81,1,1,75,123,1,1,2.42,84,2,139,1,152
36,146,1.8,1.3,81,1,1,72,46,1,1,2.35,78,2,95,1,205
10,54,0.6,0.6,91,1,1,85,63,1,1,2.4,85,1,82,1,54
47,113,3.6,1.7,75,1,1,60,63,1,1,2.47,79,3,86,1,256
35,85,2.5,1.1,84,1,1,71,63,1,1,2.3,86,2,124,1,200
35,86,2.6,1.1,84,1,1,71,78,1,1,2.41,86,2,119,1,199
28,72,2.7,1.3,86,1,1,75,59,1,1,2.4,87,2,148,1,159
42,74,2.0,0.6,89,1,1,70,32,1,1,2.4,88,2,86,1,241
40,95,3.1,1.3,82,1,1,67,64,1,1,2.4,84,3,145,1,226
23,128,1.9,1.9,78,1,1,78,70,1,1,2.35,78,2,94,1,128
16,91,1.3,1.3,86,1,1,83,75,1,1,2.31,83,1,93,1,91
53,77,1.9,0.5,89,1,1,64,31,1,1,2.4,86,3,78,1,304
36,180,1.3,1.1,81,1,1,74,25,1,1,2.3,76,2,78,1,205
36,98,2.8,1.4,82,1,1,70,70,1,1,2.32,84,2,128,1,203
42,98,3.6,1.5,83,1,1,67,68,1,1,2.39,85,3,120,1,239
24,132,1.5,1.5,81,1,1,78,81,1,1,2.36,79,2,89,1,136
47,76,1.9,0.6,88,1,1,68,37,1,1,2.32,88,3,109,1,266
24,136,1.2,1.2,83,1,1,79,48,1,1,2.41,79,2,71,1,136
43,104,4.4,1.9,81,1,1,65,104,1,1,2.38,84,3,143,1,243
30,98,3.0,1.8,81,1,1,74,78,1,1,2.32,84,2,102,1,166
23,108,5.2,3.8,79,1,1,74,135,1,1,2.31,81,2,136,1,145
31,87,2.8,1.4,85,1,1,74,56,1,1,2.44,86,2,114,1,174
31,174,1.6,1.6,77,1,1,75,36,1,1,2.39,75,2,91,1,174
39,80,2.1,0.8,86,1,1,70,56,1,1,2.28,87,2,145,1,220
38,77,2.2,0.8,87,1,1,70,51,1,1,2.5,88,2,95,1,218
42,109,3.9,1.8,81,1,1,66,84,1,1,2.42,83,3,153,1,237
55,101,4.8,1.6,80,1,1,56,103,1,1,2.44,83,3,139,1,311
41,66,2.9,0.9,87,1,1,67,57,1,1,2.44,88,3,105,1,231
43,202,2.1,1.7,74,1,1,69,64,1,1,2.4,73,2,81,1,243
45,98,8.6,3.4,78,1,1,59,113,1,1,2.24,82,3,129,1,254
57,43,2.2,0.3,92,1,1,64,35,1,1,2.28,90,3,102,1,321
39,111,5.6,2.8,76,1,1,64,142,1,1,2.4,81,3,111,1,220
38,116,4.6,2.5,77,1,1,64,168,1,1,2.39,80,3,156,1,217
43,84,2.2,0.8,87,1,1,69,47,1,1,2.44,87,2,90,1,243
38,168,1.8,1.4,79,1,1,72,53,1,1,2.22,76,2,124,1,214
42,113,3.7,1.5,83,1,1,63,102,1,1,2.41,83,3,133,1,262
35,151,2.0,1.5,79,1,1,72,62,1,1,2.25,77,2,87,1,199
28,99,4.7,2.7,82,1,1,71,102,1,1,2.4,83,2,134,1,174
23,131,1.4,1.4,81,1,1,79,58,1,1,2.41,79,2,87,1,131
28,152,2.0,1.9,77,1,1,75,103,1,1,2.3,76,2,116,1,157
40,121,2.7,1.3,83,1,1,66,56,1,1,2.4,82,3,124,1,247
31,97,3.3,1.8,81,1,1,72,98,1,1,2.29,84,2,140,1,177
27,155,1.2,1.2,81,1,1,77,43,1,1,2.38,77,2,106,1,155
32,67,2.3,0.9,87,1,1,73,59,1,1,2.3,88,2,135,1,179
54,178,5.1,3.0,70,1,1,56,72,1,1,2.42,74,3,92,1,308
34,123,4.7,3.2,75,1,1,70,101,1,1,2.41,80,2,107,1,184
37,86,5.0,2.1,82,1,1,67,113,1,1,2.53,85,3,92,1,207
42,106,3.9,1.8,80,1,1,65,105,1,1,2.37,83,3,119,1,236
27,38,1.6,0.4,92,1,1,76,53,1,1,2.4,91,2,89,1,156
31,93,3.6,2.0,82,1,1,73,85,1,1,2.36,85,2,127,1,174
33,90,2.8,1.4,84,1,1,73,71,1,1,2.36,86,2,100,1,185
27,81,2.5,1.3,85,1,1,76,74,1,1,2.34,87,2,80,1,154
56,73,4.5,1.1,88,1,1,59,82,1,1,2.34,88,3,94,1,319
34,89,2.8,1.3,83,1,1,70,136,1,1,2.34,85,2,93,1,194
29,165,1.3,1.3,79,1,1,76,33,1,1,2.3,76,2,86,1,165
36,73,3.0,1.1,87,1,1,71,53,1,1,2.4,88,2,111,1,207
42,240,2.8,2.8,66,1,1,69,58,1,1,2.36,69,2,115,1,240
31,60,2.1,0.7,89,1,1,74,57,1,1,2.42,89,2,84,1,173
25,70,2.4,1.2,86,1,1,76,80,1,1,2.3,87,2,110,1,143
38,125,5.1,3.0,75,1,1,66,128,1,1,2.47,80,3,135,1,214
29,60,2.4,0.9,88,1,1,74,68,1,1,2.36,89,2,148,1,164
33,102,3.1,1.7,80,1,1,71,74,1,1,2.43,83,2,99,1,189
20,104,1.0,1.0,86,1,1,81,80,1,1,2.36,82,1,83,1,112
30,77,2.4,1.1,87,1,1,75,66,1,1,2.37,88,2,88,1,169
45,145,3.7,2.1,76,1,1,65,102,1,1,2.46,80,3,96,1,256
37,77,2.0,0.8,88,1,1,72,51,1,1,2.28,88,2,79,1,213
13,23,0.8,0.3,95,1,1,91,50,1,1,2.4,95,1,78,1,68
36,89,2.5,1.1,85,1,1,71,57,1,1,2.39,86,2,116,1,205
36,81,3.2,1.3,86,1,1,71,89,1,1,2.35,87,2,152,1,202
33,113,4.6,2.8,77,1,1,67,94,1,1,2.4,79,3,142,1,188
29,68,3.0,1.3,86,1,1,74,84,1,1,2.3,88,2,143,1,165
37,70,2.0,0.7,88,1,1,71,71,1,1,2.28,88,2,117,1,209
31,118,4.6,3.1,77,1,1,72,202,1,1,2.28,82,2,152,1,178
15,13,1.4,0.2,96,1,1,84,77,1,1,2.41,95,1,88,1,87
34,82,2.8,1.0,86,1,1,68,66,1,1,2.41,85,3,97,1,211
25,145,2.1,2.1,78,1,1,78,73,1,1,2.55,78,2,93,1,145
41,46,2.2,0.5,91,1,1,69,55,1,1,2.33,90,2,133,1,233
35,122,4.2,2.7,75,1,1,69,112,1,1,2.44,80,2,104,1,191
27,114,4.4,3.0,79,1,1,72,112,1,1,2.47,81,2,115,1,167
48,130,4.1,2.0,76,1,1,61,70,1,1,2.41,80,3,98,1,270
47,105,5.1,2.0,78,1,1,60,81,1,1,2.4,82,3,79,1,266
31,91,3.1,1.7,83,1,1,73,78,1,1,2.44,85,2,84,1,176
19,71,3.7,2.5,83,1,1,80,116,1,1,2.45,86,2,115,1,108
26,132,1.6,1.5,81,1,1,78,74,1,1,2.31,79,2,123,1,147
26,74,2.9,1.5,85,1,1,75,65,1,1,2.4,87,2,150,1,149
46,102,4.1,1.6,81,1,1,63,91,1,1,2.32,84,3,139,1,260
40,92,5.7,2.3,83,1,1,66,106,1,1,2.43,85,3,128,1,227
45,113,3.8,1.7,79,1,1,62,111,1,1,2.4,82,3,128,1,258
44,124,5.9,3.0,74,1,1,58,155,1,1,2.43,77,3,155,1,251
37,113,3.1,1.7,79,1,1,69,67,1,1,2.46,82,2,103,1,211
28,108,3.8,2.6,78,1,1,74,124,1,1,2.32,82,2,104,1,161
43,212,1.9,1.7,75,1,1,70,38,1,1,2.3,73,2,122,1,246
29,162,1.4,1.4,80,1,1,77,45,1,1,2.36,77,2,72,1,162
31,120,4.7,3.3,76,1,1,72,100,1,1,2.43,81,2,88,1,174
25,85,3.1,1.9,82,1,1,76,95,1,1,2.41,85,2,117,1,143
17,95,1.1,1.1,86,1,1,83,59,1,1,2.4,83,1,90,1,95
30,55,2.6,0.9,89,1,1,73,92,1,1,2.42,89,2,92,1,172
35,74,2.7,1.1,87,1,1,71,78,1,1,2.38,88,2,145,1,200
50,143,6.1,3.2,71,1,1,57,88,1,1,2.42,77,3,124,1,280
46,112,3.8,1.7,80,1,1,63,90,1,1,2.48,83,3,90,1,262
22,102,3.9,2.8,82,1,1,76,153,1,1,2.39,83,2,147,1,137
32,154,1.4,1.2,82,1,1,75,46,1,1,2.3,78,2,84,1,184
34,179,1.8,1.6,77,1,1,74,46,1,1,2.4,75,2,84,1,195
